Category,ASIN,SKU,Product Name,Shipping Template,BB Jan 25,BB Feb 25,BB Mar 25,BB Apr 25,BB May 25,BB Jun 25,BB Jul 25,BB Aug 25,BB Sep 25,BB Oct 25,BB Nov 25,BB Dec 25,BB Jan-Feb 26,Pre-Change Avg BB,Post-Change Avg BB,BB Change,Sessions (Total),Revenue (Total),Orders (Total),Sessions (Jan-Feb 26),Revenue (Jan-Feb 26),Active Months,Wasted Sessions (Latest),Notes,Buy Box,BB Profit if matched,Updated
🟢 STABLE,B008F66BK4,VALRHO010 - 001 Prime,"Valrhona Chocolat Noir, Guanaja 70%, 1kg",One Day,28.9%,18.8%,12.9%,16.5%,16.0%,58.2%,43.3%,20.1%,12.8%,10.0%,0.4%,10.8%,14.0%,23.8%,20.1%,-3.7%,"3,461",4932,117,284,570,12,244,"BB 14%, performing steadily.",,,
🟢 GROWING - Momentum,B0B61D6XB1,BAR28 - prime,"JACOB'S Mini Cheddars Original Grab Bag, 45 g (Pack of 30)",One Day,0.0%,4.2%,61.0%,62.5%,77.6%,87.1%,85.9%,51.8%,53.5%,67.1%,17.5%,1.3%,0.8%,2.1%,56.5%,54.4%,"1,006",4509,192,126,160,12,125,BB improved +54% since change. Revenue trending up.,,,
🟢 STABLE,B079GZW2B1,CAL02AQQ,"Saver Bundle Callebaut, 54% Dark Chocolate Chips (2 x 1kg Bundle)",One Day,98.1%,94.1%,94.0%,94.6%,98.8%,99.1%,95.2%,92.3%,90.0%,89.3%,95.6%,95.6%,96.9%,96.1%,94.4%,-1.6%,730,4170,95,55,198,13,1,"BB 97%, performing steadily.",,,
🟢 STABLE,B0D26J2KWX,TAR02 - 001 Prime,Pidy Neutral Quiche/Tartlet Case 42 x 11cm,One Day,88.9%,92.6%,100.0%,75.0%,100.0%,100.0%,92.0%,90.0%,100.0%,100.0%,100.0%,92.9%,95.0%,90.7%,95.0%,4.2%,254,3392,63,19,157,11,0,"BB 95%, performing steadily.",,,
🟢 STABLE,B01M65D7J8,CAL40 - 001 Prime,Callebaut 100% Cocoa Mass Easymelt 2.5kg,One Day,27.8%,26.6%,67.9%,83.3%,15.4%,2.5%,1.5%,0.9%,0.0%,5.3%,60.0%,41.5%,37.9%,27.2%,27.8%,0.6%,995,2895,44,95,715,8,58,"BB 38%, performing steadily.",,,
🟢 GROWING - Momentum,B00BEVX006,VALRHO017 - 001 Prime,Valrhona White Baking Chocolate Chips 35% (Ivory) 1 kg,One Day,31.6%,0.8%,1.0%,13.7%,8.9%,71.6%,86.9%,35.4%,27.1%,27.7%,0.0%,22.8%,17.6%,16.2%,29.5%,13.3%,"1,209",2772,56,143,172,10,117,BB improved +13% since change. Revenue trending up.,,,
🟢 STABLE,B0D9HJR1XT,MCD01 - 004 Prime,McDougalls - Scone Mix - 3.5kg (1),One Day,90.7%,96.0%,97.0%,92.5%,96.2%,98.7%,84.8%,75.0%,87.0%,93.9%,89.3%,98.0%,97.2%,93.4%,91.3%,-2.1%,788,2423,129,64,153,13,1,"BB 97%, performing steadily.",,,
🟢 STABLE,B07WGT8DJG,CAL04D - 002,"Galets de chocolat VELVET - 2,5 KG",One Day,48.3%,86.7%,53.4%,22.9%,76.9%,18.8%,4.4%,67.9%,61.1%,40.0%,76.9%,56.0%,67.7%,67.5%,47.8%,-19.7%,389,2421,48,29,151,12,9,"BB 68%, performing steadily.",,,
🟢 STABLE,B08TMV1CGB,CAP02B Prime,Surfine Capers in Brine 1.7KG Lefktro,One Day,94.1%,89.0%,85.4%,95.4%,92.6%,100.0%,98.3%,95.8%,93.9%,100.0%,97.6%,96.1%,97.4%,91.6%,95.5%,3.9%,911,2323,144,104,200,13,2,"BB 97%, performing steadily.",,,
🟢 STABLE,B0DVHW4RDJ,CAL01 - 012 Prime,Callebaut - Dark - 70.5% Callets - 2.5kg - (Sold by Parkers Foodservice) 70-30-38 (4 Packs),One Day,0.0%,100.0%,84.9%,82.1%,83.3%,88.9%,66.7%,100.0%,83.3%,100.0%,92.0%,92.3%,91.7%,50.0%,87.4%,37.4%,227,2180,13,34,156,8,2,"BB 92%, performing steadily.",,,
🟢 STABLE,B00BEVX00G,VALRHO012 Prime,Valrhona Jivara 40 Percent Milk Chocolate Bag of Beans 1 kg,One Day,14.1%,18.4%,18.0%,28.2%,4.3%,40.7%,18.5%,5.3%,18.9%,3.7%,0.0%,7.4%,12.9%,16.3%,14.5%,-1.8%,"2,067",2103,50,266,394,11,231,"BB 13%, performing steadily.",,,
🟢 STABLE,B0069KOICQ,BAK06C - 003,Doves Farm Baking Powder Bulk 1 kg (Pack of 3),One Day,24.0%,58.8%,0.0%,0.0%,0.0%,91.3%,25.0%,69.2%,0.0%,56.3%,0.0%,37.5%,37.5%,41.4%,27.9%,-13.5%,151,1856,38,6,149,11,3,"BB 38%, performing steadily.",,,
🟢 GROWING - Momentum,B00JRCZ6CY,DES03 - 007,Callebaut Milk Chocolate Mousse Powder x 800g bag,One Day,50.0%,3.2%,86.5%,84.9%,56.3%,95.8%,65.6%,80.0%,78.6%,75.0%,75.0%,82.1%,68.4%,26.6%,78.0%,51.4%,395,1784,61,62,260,11,19,BB improved +51% since change. Revenue trending up.,,,
🟢 GROWING - Momentum,B0D9HPY6SZ,CER27 - 002 Prime,Ready Brek Original 750gm,One Day,69.6%,62.2%,58.8%,95.6%,100.0%,100.0%,95.5%,96.5%,92.4%,88.1%,79.3%,0.0%,0.0%,65.9%,80.6%,14.8%,"1,149",1693,146,34,87,13,34,BB improved +15% since change. Revenue trending up.,,,
🟢 STABLE,B07GSC9MR2,CAL52A,Callebaut 823 Finest Belgian Milk Chocolate Couverture Callets 33.6% Cocoa 400g,One Day,24.0%,17.2%,18.2%,22.6%,1.0%,7.1%,0.6%,1.3%,1.9%,1.1%,6.6%,6.8%,5.4%,20.6%,6.7%,-13.9%,"9,227",1649,126,602,59,10,569,"BB 5%, performing steadily.",,,
🟢 STABLE,B00Y2F46X6,VIN55B,Belazu Balsamic Pearls (55g) - Pack of 2,One Day,92.3%,88.9%,50.0%,100.0%,95.5%,90.9%,85.7%,94.4%,86.4%,100.0%,93.0%,100.0%,92.9%,90.6%,89.6%,-1.0%,220,1610,86,14,54,13,0,"BB 93%, performing steadily.",,,
🟢 GROWING - Momentum,B006ZYANKW,CRI10 - 001,Burts Potato Chips Sea Salted 150 g (Pack of 10),One Day,0.0%,86.7%,100.0%,75.0%,100.0%,80.0%,100.0%,92.9%,100.0%,90.0%,90.9%,83.3%,91.7%,43.3%,91.2%,47.9%,106,1588,81,10,178,13,0,BB improved +48% since change. Revenue trending up.,,,
🟢 STABLE,B0CSKMLVTL,PAS70A - 005 Prime,REGGIA Orzo Pasta 500gm (Pack of 5),One Day,96.8%,80.7%,80.8%,86.2%,100.0%,100.0%,96.7%,94.1%,97.2%,93.8%,97.4%,89.5%,93.8%,88.7%,93.6%,4.8%,"1,617",1588,141,174,144,13,10,"BB 94%, performing steadily.",,,
🟢 STABLE,B00W5UU4YU,CHO80A - 004 Prime,CHUNKS WHITE CALLEBAUT OVEN CHOCOLATE 2.5 kg,One Day,91.7%,75.8%,86.2%,91.2%,94.1%,100.0%,92.6%,100.0%,94.3%,100.0%,94.7%,97.3%,97.2%,83.7%,95.0%,11.3%,512,1531,26,66,45,11,1,"BB 97%, performing steadily.",,,
🟢 STABLE,B09446KFS1,BUNDLE100 - 001,Callebaut Chocolate Bundle White 2.5kg and 70.5% Dark 2.5kg,One Day,100.0%,91.7%,87.5%,90.9%,100.0%,100.0%,100.0%,66.7%,100.0%,85.7%,100.0%,100.0%,100.0%,95.8%,93.1%,-2.8%,105,1453,17,8,80,11,0,"BB 100%, performing steadily.",,,
🟢 GROWING - Momentum,B00JRCFRWS,PRIME004,Callebaut White Chocolate Mousse Powder 800 g,One Day,18.8%,21.4%,8.1%,57.7%,55.3%,72.4%,0.0%,52.3%,64.3%,85.4%,52.4%,47.2%,39.2%,20.1%,49.5%,29.4%,439,1428,54,64,88,11,38,BB improved +29% since change. Revenue trending up.,,,
🟢 STABLE,B0BQRRFJHX,UHT05 - 001 One,Meadowchurn Aerosol Cream 1 x 500g,One Day,88.5%,94.0%,90.4%,97.8%,95.7%,100.0%,97.5%,92.5%,97.9%,92.8%,92.6%,88.9%,88.4%,91.2%,94.6%,3.4%,528,1414,114,38,80,13,4,"BB 88%, performing steadily.",,,
🟢 STABLE,B077VPN1GH,CHR03,Matthew Walker Classic Christmas Pudding Catering Loaf - 1x1.25kg,One Day,97.2%,100.0%,,,,,,,91.7%,94.0%,92.1%,100.0%,100.0%,98.6%,94.4%,-4.2%,216,1218,48,24,42,7,0,"BB 100%, performing steadily.",,,
🟢 STABLE,B0D232WH9Z,TUN04A - 001 Prime,Parkers CORE - Tuna Chunks Brine - 1.705kg (1 Tin),One Day,80.0%,100.0%,90.9%,87.5%,100.0%,100.0%,100.0%,100.0%,100.0%,93.8%,96.7%,100.0%,97.6%,90.0%,96.9%,6.9%,192,1101,35,38,140,10,0,"BB 98%, performing steadily.",,,
🟢 STABLE,B0CB13FTZM,SOUTHD007 - 001 prime,South Downs Water Still CANS 24 x 330ml,One Day,100.0%,98.2%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,85.7%,91.7%,91.2%,99.1%,97.7%,-1.3%,328,1082,56,31,116,12,2,"BB 91%, performing steadily.",,,
🟢 STABLE,B0CRL3FKMQ,FLORA004 - 002 Prime,Flora Plant Based Double Cream Alternative 1ltr (Pack of 8),One Day,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,93.8%,100.0%,93.3%,100.0%,90.0%,94.1%,91.7%,100.0%,97.1%,-2.9%,144,1000,18,22,180,11,1,"BB 92%, performing steadily.",,,
🟢 STABLE,B08BPBYGF2,HEI04 - 002,Heinz Salad Cream Catering Jars - 2x2.15ltr,One Day,85.7%,80.0%,100.0%,56.5%,26.3%,31.6%,35.3%,42.9%,41.4%,60.0%,50.0%,35.0%,24.1%,82.9%,47.9%,-35.0%,281,887,25,28,100,11,21,"BB 24%, performing steadily.",,,
🟢 STABLE,B077P8VZGM,TATECA003 - 004,Tate And Lyle Golden Caster Sug Fair Trade 1Kg,One Day,85.7%,81.8%,88.9%,89.3%,75.0%,100.0%,88.0%,76.9%,100.0%,96.3%,95.7%,87.5%,60.9%,83.8%,89.8%,6.0%,192,825,111,22,9,12,8,"BB 61%, performing steadily.",,,
🟢 GROWING - Momentum,B0CT63GZLS,MUSTAR03 - 002 Prime,Centaur Dijon Mustard 1kg (Pack of 2),One Day,50.0%,77.8%,100.0%,100.0%,88.9%,100.0%,100.0%,100.0%,92.3%,94.1%,100.0%,100.0%,100.0%,63.9%,97.5%,33.6%,90,815,29,2,0,11,0,BB improved +34% since change. Revenue trending up.,,,
🟢 STABLE,B0D92MGB4D,UHT31B - 002 Prime,"Jersey Dairy Luxury Soft Ice Cream & Thickshake Mix – 2 × 1 L Cartons, Creamy Premium Ice Cream Base",One Day,96.0%,91.7%,96.2%,88.0%,97.3%,100.0%,66.7%,100.0%,92.3%,87.5%,84.6%,83.9%,89.1%,93.8%,89.6%,-4.2%,305,711,51,41,85,13,4,"BB 89%, performing steadily.",,,
🟢 STABLE,B0DWTFDBNM,CHU13 - 002 Prime,"The Bay Tree Cheeseboard Chutney 1.2kg – Rich & Savoury Chutney, Perfect with Cheese, Made in the UK",One Day,,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,90.9%,100.0%,100.0%,93.8%,96.0%,100.0%,98.5%,-1.5%,199,598,21,22,40,11,0,"BB 96%, performing steadily.",,,
🟢 STABLE,B00JEHFEK6,SEE02B - 001 Prime,Old India Black Sesame Seeds 1 Kg,One Day,10.6%,5.6%,13.0%,3.7%,1.7%,5.1%,4.4%,5.7%,4.0%,0.2%,0.0%,8.7%,9.1%,8.1%,4.6%,-3.5%,"3,918",592,49,353,135,10,320,"BB 9%, performing steadily.",,,
🟢 GROWING - Momentum,B01MCQJTZA,MONINS23 - 007,MONIN Premium Popcorn Syrup 700 ml,One Day,0.0%,20.8%,19.3%,1.6%,3.3%,0.0%,0.0%,1.3%,10.2%,50.0%,87.6%,44.9%,31.0%,10.4%,21.8%,11.4%,"2,088",587,38,422,46,8,291,BB improved +11% since change. Revenue trending up.,,,
🟢 STABLE,B01AAABPB2,PRIME003,Callebaut Milk Chocolate Mousse Powder 800 g,One Day,14.7%,0.8%,0.0%,0.0%,0.0%,1.3%,1.0%,5.8%,16.0%,9.4%,24.8%,59.3%,31.4%,7.7%,11.8%,4.0%,"1,090",562,23,91,151,6,62,"BB 31%, performing steadily.",,,
🟢 STABLE,B0CW9VN3SF,DEC23 - 001 Prime,Luxury Chocolate Sticks 1.6kg (1),One Day,97.4%,100.0%,100.0%,93.8%,96.0%,,100.0%,98.2%,98.4%,95.4%,100.0%,82.4%,94.6%,98.7%,96.0%,-2.7%,622,449,13,50,25,7,2,"BB 95%, performing steadily.",,,
🟢 GROWING - Momentum,B01K4WRTWU,CRI10 - 002 Prime,Burt's Chips Lightly Salted (150g x 10),One Day,100.0%,0.0%,75.0%,100.0%,100.0%,100.0%,100.0%,55.6%,90.0%,50.0%,57.1%,75.0%,72.7%,50.0%,80.3%,30.3%,74,319,17,10,0,7,2,BB improved +30% since change. Revenue trending up.,,,
🟢 STABLE,B01JIGP5EM,MONINS23 - 002,Monin Popcorn Coffee Syrup,One Day,43.8%,94.1%,81.8%,0.0%,64.7%,4.0%,6.7%,73.9%,,,,36.4%,30.8%,68.9%,38.2%,-30.7%,151,297,21,11,15,8,7,"BB 31%, performing steadily.",,,
🟡 AT RISK - Revenue Declining,B0CM9WJ7TB,NAPKIN103 - 001 One Day,Bulky Soft White 2ply Napkins 2000 x 40cm x 40cm / 8 fold (32042),One Day,16.4%,43.1%,69.3%,60.4%,58.1%,15.8%,35.7%,25.5%,29.0%,42.9%,39.5%,74.1%,60.2%,29.7%,45.0%,15.3%,556,8247,154,65,1235,13,25,BB still 60% but revenue falling. Check demand/competition.,,,
🟡 AT RISK - Revenue Declining,B0D6NLB9TW,Bundle - 141 Prime,"Crusha Milkshake Bundle - Raspberry, Banana, Chocolate & Strawberry - (4 x 1ltr)",One Day,92.8%,93.7%,93.3%,94.3%,100.0%,91.5%,89.1%,96.5%,96.2%,100.0%,100.0%,100.0%,81.8%,93.2%,96.1%,2.9%,856,3665,150,9,0,11,1,BB still 82% but revenue falling. Check demand/competition.,,,
🟡 AT RISK - Revenue Declining,B0CSDYTTTS,MIL13 - 003 Prime,Milfresh Original Milk Powder 2kg (Pack of 2),One Day,97.0%,98.0%,100.0%,100.0%,100.0%,100.0%,96.7%,96.8%,97.4%,94.1%,95.0%,100.0%,100.0%,97.5%,98.0%,0.5%,432,1759,53,49,81,13,0,BB still 100% but revenue falling. Check demand/competition.,,,
🟡 AT RISK - Revenue Declining,B015Y1R1LU,HOT04B - 002 One Day,Bovril Beef Flavoured Drink 450g,One Day,21.7%,50.5%,,0.0%,0.0%,0.0%,0.0%,5.9%,11.4%,3.4%,93.3%,93.0%,91.9%,36.1%,23.0%,-13.1%,"1,598",791,42,307,198,7,24,BB still 92% but revenue falling. Check demand/competition.,,,
🟡 AT RISK - Revenue Declining,B0CF2D78LX,BORDER002 - 008 Prime,Borders Mini Pack Assorted Biscuits (5 Variety) 100 x 2 Bisc (3 Boxes),One Day,100.0%,88.9%,88.9%,90.9%,100.0%,100.0%,100.0%,95.5%,100.0%,94.4%,100.0%,100.0%,100.0%,94.4%,97.0%,2.5%,189,764,7,4,0,4,0,BB still 100% but revenue falling. Check demand/competition.,,,
🟡 AT RISK - Revenue Declining,B0BVXWBSN6,GRA19 - 004 Prime,"Bisto Gluten Free Fine Gravy Granules 1.8kg | Smooth & Rich Gluten-Free Gravy | Instant Lump-Free Mix | Ideal for Catering, Restaurants & Home Cooking",One Day,80.0%,83.3%,37.5%,75.0%,80.0%,75.0%,100.0%,100.0%,75.0%,100.0%,100.0%,97.0%,97.8%,81.7%,83.9%,2.3%,152,517,22,39,152,7,0,BB still 98% but revenue falling. Check demand/competition.,,,
🟡 AT RISK - Revenue Declining,B0CTR3G761,CAL40 - 003 Prime,100% Cocoa Mass Callets 2.5kg (Pack of 2) Compatible with Callebaut,One Day,100.0%,100.0%,85.7%,87.5%,100.0%,100.0%,100.0%,93.3%,100.0%,83.3%,75.0%,100.0%,100.0%,100.0%,92.5%,-7.5%,111,340,3,3,0,3,0,BB still 100% but revenue falling. Check demand/competition.,,,
🟡 AT RISK - Revenue Declining,B0D2RR85S1,Bundle - 093 Prime,WHITE and DARK Chocolate Chunks - 2 x 2.5kg Compatible with Callebaut,One Day,100.0%,100.0%,100.0%,91.7%,100.0%,100.0%,100.0%,100.0%,100.0%,,,100.0%,100.0%,100.0%,99.0%,-1.0%,115,270,3,8,0,3,0,BB still 100% but revenue falling. Check demand/competition.,,,
🟡 AT RISK - Revenue Declining,B00CCG80FC,DEC08A - 001,Callebaut Dark Chocolate Rubens Pencils 20 cm 900 g,One Day,66.7%,100.0%,100.0%,100.0%,0.0%,0.0%,0.0%,0.0%,100.0%,100.0%,100.0%,100.0%,100.0%,83.3%,60.0%,-23.3%,56,173,4,6,0,4,0,BB still 100% but revenue falling. Check demand/competition.,,,
🔵 NEW LISTING,B0DCZWT1K6,CHO31B - 016,Mars Chocolate Bars Milk Chocolate Bulk Gift Treat Office Box 51g Pack Of 24 Bars,One Day,,,,,,,28.9%,25.3%,41.8%,29.6%,74.9%,90.6%,54.7%,,48.5%,,"8,400",12842,587,"1,324",2544,7,599,"Listed post-March 2025. 7 active months, £12,842 total revenue.",,,
🔵 NEW LISTING,B08FSRZJCW,OIL02I - 001 One day,LA ESPAÑOLA - Extra Virgin Olive Oil Made from 100% Spanish Olives. 5 l Tin,One Day,,,,,,,,,92.2%,95.2%,89.9%,75.0%,75.0%,,88.1%,,"1,539",10536,275,20,149,5,5,"Listed post-March 2025. 5 active months, £10,536 total revenue.",,,
🔵 NEW LISTING,B01MRKI46M,CAL000A,"Callebaut, Dark, Milk & White chocolate chips (3 x 2.5kg Bundle)",One Day,0.0%,0.0%,17.4%,4.9%,10.8%,0.0%,19.4%,87.9%,86.7%,74.8%,92.0%,71.8%,61.4%,0.0%,46.6%,46.6%,518,4095,35,63,323,8,24,"Listed post-March 2025. 8 active months, £4,095 total revenue.",,,
🔵 NEW LISTING,B0FNNCVPG4,POT04 - 003 Prime,"Mousline Mashed Potato Mix 4kg – Instant Creamy Potato Flakes, Vegetarian, Made from Selected Potatoes",One Day,,,,,,,,87.8%,97.6%,96.3%,86.2%,74.1%,76.3%,,88.4%,,534,3496,54,106,164,6,25,"Listed post-March 2025. 6 active months, £3,496 total revenue.",,,
🔵 NEW LISTING,B01MQNXSNM,CAL01 - 013 Prime,Callebaut 70-30-38 Finest Belgian Dark Chocolate Couverture Callets 70.5% Cocoa 2.5kg,One Day,,,90.0%,96.2%,100.0%,100.0%,100.0%,100.0%,100.0%,96.2%,88.7%,63.1%,14.1%,,93.4%,,541,2697,54,260,177,11,223,"Listed post-March 2025. 11 active months, £2,697 total revenue.",,,
🔵 NEW LISTING,B00BOO74EQ,CATER003 - 001 Prime,CaterWrap Catering Quality Baking Parchment 300mm x 50m,One Day,,,,,43.0%,38.4%,11.5%,31.9%,51.8%,43.4%,28.6%,81.2%,61.3%,,41.2%,,"1,375",2532,221,235,470,9,90,"Listed post-March 2025. 9 active months, £2,532 total revenue.",,,
🔵 NEW LISTING,B0DTV3Q76H,UHT31B - 005 prime,Jersey Dairy Luxury Soft Mix Ice Cream,One Day,,,2.7%,17.3%,24.1%,10.1%,45.2%,42.8%,23.9%,17.7%,23.2%,7.6%,6.1%,,21.5%,,"9,808",1961,186,"1,427",114,11,"1,340","Listed post-March 2025. 11 active months, £1,961 total revenue.",,,
🔵 NEW LISTING,B075SD49Y3,CAL32 - 001 One Day,Callebaut GOLD Finest Belgian Caramel Chocolate Couverture Callets 30.4% Cocoa 2.5kg,One Day,0.0%,0.0%,0.0%,8.2%,9.2%,27.0%,17.4%,12.0%,28.8%,24.3%,43.4%,20.0%,9.5%,0.0%,19.0%,19.0%,"1,013",1884,34,136,296,9,123,"Listed post-March 2025. 9 active months, £1,884 total revenue.",,,
🔵 NEW LISTING,B0B6199GGR,BAR30 - 001 Prime,"JACOB'S Mini Cheddars Smoky BBQ Grab Bag, 45 g (Pack of 30)",One Day,,,,,,0.0%,31.8%,37.7%,42.1%,21.6%,51.9%,47.6%,39.4%,,33.2%,,500,1590,77,136,420,7,82,"Listed post-March 2025. 7 active months, £1,590 total revenue.",,,
🔵 NEW LISTING,B0BNFTSW2F,UHT03B - 003 Prime,Kerrymaid Double UHT 1L x 12,One Day,38.1%,85.7%,35.3%,39.0%,78.1%,91.7%,100.0%,22.9%,90.5%,81.8%,94.7%,88.2%,84.2%,61.9%,72.2%,10.3%,283,1272,24,17,0,7,2,"Listed post-March 2025. 7 active months, £1,272 total revenue.",,,
🔵 NEW LISTING,B092RV833S,CAL32A - 001,Callebaut Finest Belgian Gold Chocolate with Caramel Couverture Callets 400g,One Day,5.9%,0.0%,0.0%,35.1%,0.4%,0.3%,0.0%,44.8%,61.9%,32.0%,17.4%,5.4%,5.4%,2.9%,19.7%,16.8%,"2,576",1160,69,184,51,9,174,"Listed post-March 2025. 9 active months, £1,160 total revenue.",,,
🔵 NEW LISTING,B0FQVCVQJH,CON01E - 001 Prime,Chefs’ Selections Bramley Apple Pie Filling 2.5kg – Catering-Size Fruit for Desserts & Savoury Dishes – Suitable for Vegans & Vegetarians (Packaging may vary),One Day,,,,,,,,88.2%,77.4%,61.3%,84.0%,96.7%,96.1%,,81.5%,,812,1146,49,253,179,6,9,"Listed post-March 2025. 6 active months, £1,146 total revenue.",,,
🔵 NEW LISTING,B0D461C79H,BARE006 - 001 Prime,Barebell Soft Protein Bars 12bars Banana Dream,One Day,,,,,,,,,44.4%,5.0%,42.2%,9.4%,17.7%,,25.2%,,725,1104,39,260,438,5,213,"Listed post-March 2025. 5 active months, £1,104 total revenue.",,,
🔵 NEW LISTING,B0F224RD7G,NAPKIN107 - 001 Prime,Bulky Soft - White 2ply Cocktail Napkins - 2000 x 24cm x 24cm - (32196),One Day,,,100.0%,80.0%,100.0%,100.0%,100.0%,100.0%,92.0%,100.0%,92.0%,91.7%,87.5%,,95.6%,,140,1080,42,15,134,10,1,"Listed post-March 2025. 10 active months, £1,080 total revenue.",,,
🔵 NEW LISTING,B0CL3YPB8G,DES05 - 008 Prime,Callebaut Chocolate Mousse Mix Dark 0.80kg,One Day,100.0%,66.7%,100.0%,100.0%,100.0%,100.0%,,100.0%,100.0%,77.4%,92.7%,94.4%,93.1%,83.3%,96.1%,12.7%,153,1046,31,27,151,7,1,"Listed post-March 2025. 7 active months, £1,046 total revenue.",,,
🔵 NEW LISTING,B0F45BR6ZM,ORI60 - 002 Prime,Wadakyu Katsuobushi Bonito Dried And Smoked Tuna Flakes 500g,One Day,,,,,,,,58.8%,20.0%,38.3%,48.5%,4.8%,27.9%,,34.1%,,319,1020,19,90,473,4,64,"Listed post-March 2025. 4 active months, £1,020 total revenue.",,,
🔵 NEW LISTING,B0FB3ZGZVK,Mousse Bundle - 007 Prime x2,Callebaut Chocolate Mousse Bundle – Dark & Milk Chocolate Mix (2 x 800g),One Day,,,,,100.0%,100.0%,100.0%,95.5%,91.9%,71.0%,92.9%,100.0%,100.0%,,93.9%,,152,820,17,10,0,6,0,"Listed post-March 2025. 6 active months, £820 total revenue.",,,
🔵 NEW LISTING,B0DZDVGZFP,CHO80 - 006,Callebaut - 20% White Chocolate Chunks - 10kg,One Day,,,87.5%,88.9%,100.0%,100.0%,100.0%,95.0%,100.0%,100.0%,95.2%,91.3%,93.1%,,95.8%,,181,799,5,29,0,5,2,"Listed post-March 2025. 5 active months, £799 total revenue.",,,
🔵 NEW LISTING,B0DVHX2D31,CAL04 - 022 Prime,Callebaut - W2 White - 28% Callets - 2.5kg (Sold by Parkers Foodservice) (4 Packs),One Day,,100.0%,85.7%,87.5%,80.0%,100.0%,80.0%,66.7%,100.0%,100.0%,66.7%,100.0%,90.0%,100.0%,86.7%,-13.3%,85,794,4,16,141,4,1,"Listed post-March 2025. 4 active months, £794 total revenue.",,,
🔵 NEW LISTING,B0FQPWQZ2R,Callebaut bundle - 004,"Callebaut Belgian Chocolate Callets Bundle – Milk 823 & Gold, 2 x 400g for Baking & Desserts (Sold by Parkers Foodservice)",One Day,,,,,,,,87.0%,91.8%,83.1%,90.1%,99.2%,99.2%,,90.2%,,494,748,35,108,107,6,0,"Listed post-March 2025. 6 active months, £748 total revenue.",,,
🔵 NEW LISTING,B0FKTJRN56,ACC01 - 005 Prime,Triple Lion Plain Uncooked Urid Flour Poppadoms – 1kg Box – Classic Ready-to-Cook Indian-Style Poppadoms,One Day,,,,,,,,95.5%,100.0%,98.3%,93.5%,96.6%,97.5%,,96.8%,,244,696,54,69,173,6,1,"Listed post-March 2025. 6 active months, £696 total revenue.",,,
🔵 NEW LISTING,B01ELOPEW4,CAL01 - 005,Callebaut 70-30-38 Finest Belgian Dark Chocolate Couverture Callets 70.5% Cocoa 8 x 2.5kg,One Day,11.1%,16.7%,66.7%,89.7%,100.0%,,0.0%,50.0%,100.0%,90.9%,85.7%,50.0%,50.0%,13.9%,70.3%,56.4%,119,689,2,10,0,2,5,"Listed post-March 2025. 2 active months, £689 total revenue.",,,
🔵 NEW LISTING,B0CVHG88BM,Bundle - 030 Prime,"Callebaut Bundle 5 x 2.5kg (W2,811,823,Ruby RB2,Gold)",One Day,100.0%,75.0%,100.0%,50.0%,100.0%,33.3%,100.0%,100.0%,84.6%,94.3%,87.1%,80.0%,87.5%,87.5%,82.9%,-4.6%,152,664,3,24,0,3,3,"Listed post-March 2025. 3 active months, £664 total revenue.",,,
🔵 NEW LISTING,B0DSG4N3N3,POT04 - 002 Prime,Mousline - Mash Potato Mix - 4kg - (Pack of 2),One Day,66.7%,0.0%,,,,,0.0%,,0.0%,0.0%,0.0%,0.0%,0.0%,33.3%,0.0%,-33.3%,33,649,3,11,0,3,11,"Listed post-March 2025. 3 active months, £649 total revenue.",,,
🔵 NEW LISTING,B0DRPQTJ48,MED07E - 003 Prime,Bay Tree Marinated Miniature Figs (6 x 330gm),One Day,100.0%,100.0%,100.0%,,,100.0%,50.0%,100.0%,100.0%,100.0%,87.5%,100.0%,76.9%,100.0%,92.2%,-7.8%,55,597,14,12,129,6,2,"Listed post-March 2025. 6 active months, £597 total revenue.",,,
🔵 NEW LISTING,B0CYQ91XTR,AFT12 - 001 Prime,Whitakers - Raspberry & Champagne Truffles - 1kg / 77 - BBE May 2026,One Day,,80.0%,77.8%,100.0%,100.0%,100.0%,100.0%,90.5%,100.0%,100.0%,94.9%,100.0%,100.0%,80.0%,96.3%,16.3%,154,581,12,9,0,6,0,"Listed post-March 2025. 6 active months, £581 total revenue.",,,
🔵 NEW LISTING,B0BRKZ5LHQ,MACPHI003 - 003 One,Macphie Brandy Sauce 1000g x 1,One Day,,,,,,,,,0.0%,100.0%,98.5%,100.0%,100.0%,,74.6%,,144,503,40,35,94,5,0,"Listed post-March 2025. 5 active months, £503 total revenue.",,,
🔵 NEW LISTING,B0DZHXTDND,SYR05C - 001 Prime,Clarks Maple Flavoured Syrup 1 L – Sweet Invert Sugar Syrup with Natural Maple Flavour – Vegan-Friendly Bottle (Hain Daniels),One Day,,,,100.0%,100.0%,100.0%,94.1%,100.0%,,96.0%,95.7%,100.0%,100.0%,,98.2%,,154,499,47,10,30,9,0,"Listed post-March 2025. 9 active months, £499 total revenue.",,,
